                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                             Generated by UCC v.2014.08f on 10 17 2015                             
                        GUCC -outdir D:\Development\ucc_2014.08zf\count_out                        

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Physics.P2.FixtureList,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.P2.PointProxy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.P2.InversePointProxy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,7,4,Low,Phaser.Physics.P2.Body,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,10,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,9,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,11,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.P2.BodyDebug,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,15,12,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,12,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,12,8,Low,Phaser.Physics.P2.Spring,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,Phaser.Physics.P2.RotationalSpring,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.P2.Material,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.P2.ContactMaterial,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Physics.P2.CollisionGroup,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,Phaser.Physics.P2.DistanceConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Physics.P2.GearConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Physics.P2.LockConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,Phaser.Physics.P2.PrismaticConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Physics.P2.RevoluteConstraint,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,Phaser.ImageCollection,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Tile,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,19,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Tilemap,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
18,20,18,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
17,23,17,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
16,17,16,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,12,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,14,10,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,6,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,10,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,12,12,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,8,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,12,12,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.TilemapLayer,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.ensureSharedCopyCanvas,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.postUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.resize,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.resizeWorld,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.TilemapLayer.prototype._fixX,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.TilemapLayer.prototype._unfixX,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.TilemapLayer.prototype._fixY,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.TilemapLayer.prototype._unfixY,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.getTileX,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.getTileY,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.getTileXY,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,Phaser.TilemapLayer.prototype.getRayCastTiles,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,11,8,Low,Phaser.TilemapLayer.prototype.getTiles,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,7,5,Low,Phaser.TilemapLayer.prototype.resolveTileset,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.TilemapLayer.prototype.resetTilesetCache,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.TilemapLayer.prototype.setScale,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,Phaser.TilemapLayer.prototype.shiftCanvas,D:\Development\GitHub\Space_Invaders\source\phaser.js
16,20,16,Medium,Phaser.TilemapLayer.prototype.renderRegion,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,Phaser.TilemapLayer.prototype.renderDeltaScroll,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TilemapLayer.prototype.renderFull,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,17,9,Low,Phaser.TilemapLayer.prototype.render,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,14,12,Medium,Phaser.TilemapLayer.prototype.renderDebug,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,10,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,9,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
49,51,43,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,9,6,Low,Phaser.Tileset,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,9,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particles,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,Phaser.Particles.Arcade.Emitter,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,15,12,Medium,Phaser.Particles.Arcade.Emitter.prototype.update,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,10,10,Low,Phaser.Particles.Arcade.Emitter.prototype.makeParticles,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.kill,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.revive,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.explode,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,Phaser.Particles.Arcade.Emitter.prototype.flow,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,11,9,Low,Phaser.Particles.Arcade.Emitter.prototype.start,D:\Development\GitHub\Space_Invaders\source\phaser.js
10,13,10,Low,Phaser.Particles.Arcade.Emitter.prototype.emitParticle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setSize,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setXSpeed,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setYSpeed,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,Phaser.Particles.Arcade.Emitter.prototype.setRotation,D:\Development\GitHub\Space_Invaders\source\phaser.js
